opportunity_id,sales_agent,manager,regional_office,account,sector,office_location,product,series,sales_price,deal_stage,engage_date,close_date,close_value
0PSKGNYE,Niesha Huffines,Melvin Marxen,Central ,Gogozoom,telecommunications,United States,GTX Basic,GTX,550,Won,4/11/2017,4/12/2017,504
0PT4RY4P,Cecily Lampkin,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,7/31/2017,NULL,NULL
0PUDG8KY,Cassey Cress,Rocco Neubert,East ,Zathunicon,retail,United States,GTX Basic,GTX,550,Lost,8/12/2017,8/24/2017,0
0PXJYUT7,Niesha Huffines,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Prospecting,NULL,NULL,NULL
0QHI3KG5,Reed Clapper,Rocco Neubert,East ,Xx-zobam,entertainment,United States,MG Advanced,MG,3393,Won,2/25/2017,6/10/2017,3075
0QMDTHBS,Jonathan Berthelot,Melvin Marxen,Central ,NULL,NULL,NULL,MG Special,MG,55,Prospecting,NULL,NULL,NULL
0QMOIDET,James Ascencio,Summer Sewald,West ,Konex,technolgy,United States,GTX Plus Basic,GTX,1096,Won,11/24/2017,12/11/2017,1049
0QPZIIPF,Vicki Laflamme,Celia Rouche,West ,Donware,marketing,United States,GTX Plus Basic,GTX,1096,Engaging,3/27/2017,NULL,NULL
0QUXNGR1,Cecily Lampkin,Dustin Brinkmann,Central ,Warephase,services,United States,MG Advanced,MG,3393,Lost,10/13/2017,10/18/2017,0
0QV1LRME,Jonathan Berthelot,Melvin Marxen,Central ,Konmatfix,marketing,United States,GTX Plus Basic,GTX,1096,Won,7/11/2017,7/18/2017,1258
0R1F3OIN,Daniell Hammack,Rocco Neubert,East ,Bioplex,medical,United States,MG Advanced,MG,3393,Won,8/15/2017,8/22/2017,2682
0R5KAHNB,Moses Frase,Dustin Brinkmann,Central ,Umbrella Corporation,finance,United States,MG Advanced,MG,3393,Engaging,8/3/2017,NULL,NULL
0RH9W4E2,Gladys Colclough,Melvin Marxen,Central ,Streethex,retail,Belgium,MG Special,MG,55,Lost,12/4/2017,12/24/2017,0
0RI2I8ZL,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,7/28/2017,NULL,NULL
0RL4RHQJ,Gladys Colclough,Melvin Marxen,Central ,Globex Corporation,technolgy,Norway,GTX Plus Pro,GTX,5482,Won,6/12/2017,6/25/2017,6365
0RLU8I9Q,Jonathan Berthelot,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
0RNYAI6O,Darcel Schlecht,Melvin Marxen,Central ,Statholdings,employment,United States,MG Special,MG,55,Lost,3/27/2017,4/7/2017,0
0S4K915N,Kary Hendrixson,Summer Sewald,West ,Konex,technolgy,United States,GTX Basic,GTX,550,Lost,3/29/2017,5/20/2017,0
0S6OQ9AO,Marty Freudenburg,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,7/24/2017,NULL,NULL
0SD3OBQI,Boris Faz,Rocco Neubert,East ,Konex,technolgy,United States,GTX Plus Basic,GTX,1096,Lost,9/26/2017,11/6/2017,0
0SIFT5DE,Marty Freudenburg,Melvin Marxen,Central ,Rangreen,technolgy,Panama,MG Advanced,MG,3393,Lost,9/26/2017,10/4/2017,0
0SIWRBDT,Daniell Hammack,Rocco Neubert,East ,Konex,technolgy,United States,GTX Plus Basic,GTX,1096,Won,8/8/2017,12/22/2017,1135
0SMQAD34,Darcel Schlecht,Melvin Marxen,Central ,Domzoom,entertainment,United States,MG Advanced,MG,3393,Lost,4/6/2017,4/8/2017,0
0SPX7FIJ,Violet Mclelland,Cara Losch,East ,Vehement Capital Partners,finance,United States,MG Advanced,MG,3393,Lost,8/20/2017,9/6/2017,0
0SQM849O,Cassey Cress,Rocco Neubert,East ,Xx-zobam,entertainment,United States,GTXPro,GTX,4821,Won,10/17/2017,10/29/2017,5144
0SSUR0IY,Kary Hendrixson,Summer Sewald,West ,Hottechi,technolgy,Korea,GTX Basic,GTX,550,Lost,8/18/2017,11/14/2017,0
0STR2QEA,Corliss Cosme,Cara Losch,East ,Inity,marketing,United States,GTX Plus Pro,GTX,5482,Engaging,5/25/2017,NULL,NULL
0T2CY70E,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,7/22/2017,NULL,NULL
0T9EBKZL,Versie Hillebrand,Dustin Brinkmann,Central ,Scottech,marketing,United States,MG Special,MG,55,Won,7/21/2017,7/28/2017,51
0T9KUEQ2,Cassey Cress,Rocco Neubert,East ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,7/11/2017,NULL,NULL
0TC6I9SJ,Darcel Schlecht,Melvin Marxen,Central ,Dontechi,software,United States,GTXPro,GTX,4821,Engaging,7/24/2017,NULL,NULL
0TEEJ0WD,Donn Cantrell,Rocco Neubert,East ,Opentech,finance,United States,GTX Plus Basic,GTX,1096,Lost,11/11/2017,11/18/2017,0
0TICPBMF,Gladys Colclough,Melvin Marxen,Central ,Conecom,technolgy,United States,GTX Plus Basic,GTX,1096,Won,9/23/2017,9/27/2017,1047
0TQP0E65,Darcel Schlecht,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Prospecting,NULL,NULL,NULL
0TR3RU8A,Niesha Huffines,Melvin Marxen,Central ,Domzoom,entertainment,United States,MG Special,MG,55,Won,6/12/2017,9/10/2017,61
0TUS4NAC,Jonathan Berthelot,Melvin Marxen,Central ,Rangreen,technolgy,Panama,MG Special,MG,55,Won,12/7/2016,3/11/2017,51
0U0GUDIX,Anna Snelling,Dustin Brinkmann,Central ,Stanredtax,finance,United States,GTX Plus Pro,GTX,5482,Won,9/14/2017,9/18/2017,5421
0U3WVJO0,Corliss Cosme,Cara Losch,East ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,12/28/2016,NULL,NULL
0UB5IQXA,Cecily Lampkin,Dustin Brinkmann,Central ,Codehow,software,United States,MG Special,MG,55,Won,8/12/2017,11/23/2017,65
0UCQUW6U,Garret Kinder,Cara Losch,East ,Umbrella Corporation,finance,United States,MG Advanced,MG,3393,Lost,6/25/2017,7/7/2017,0
0UDLH6I3,Garret Kinder,Cara Losch,East ,Zathunicon,retail,United States,GTX Basic,GTX,550,Lost,4/7/2017,4/15/2017,0
0UFUDIYT,Vicki Laflamme,Celia Rouche,West ,Scotfind,software,United States,GTX Basic,GTX,550,Won,9/22/2017,11/22/2017,570
0UOIGVEO,Donn Cantrell,Rocco Neubert,East ,Gekko & Co,retail,United States,MG Advanced,MG,3393,Won,10/11/2017,10/20/2017,3024
0V9YEQDU,Anna Snelling,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,MG Special,MG,55,Lost,10/13/2017,10/22/2017,0
0VFBWUG5,Moses Frase,Dustin Brinkmann,Central ,Codehow,software,United States,GTX Plus Basic,GTX,1096,Lost,8/21/2017,11/3/2017,0
0VG9PGMI,Rosalina Dieter,Celia Rouche,West ,Hatfan,services,United States,GTX Plus Pro,GTX,5482,Won,8/25/2017,9/13/2017,6391
0VXUZU7P,Anna Snelling,Dustin Brinkmann,Central ,Scottech,marketing,United States,MG Special,MG,55,Won,4/19/2017,4/25/2017,49
0VYX8TN3,Cecily Lampkin,Dustin Brinkmann,Central ,dambase,marketing,United States,MG Special,MG,55,Lost,3/30/2017,4/9/2017,0
0VZIDVCC,Moses Frase,Dustin Brinkmann,Central ,Zumgoity,medical,United States,MG Special,MG,55,Won,7/4/2017,7/9/2017,55
0W6S0ODT,Gladys Colclough,Melvin Marxen,Central ,Conecom,technolgy,United States,MG Special,MG,55,Won,6/23/2017,7/3/2017,49
0W8VWJDS,Vicki Laflamme,Celia Rouche,West ,Lexiqvolax,medical,United States,MG Special,MG,55,Won,10/16/2017,10/18/2017,56
0WC2J3UP,Anna Snelling,Dustin Brinkmann,Central ,Funholding,finance,United States,GTX Basic,GTX,550,Lost,6/19/2017,8/28/2017,0
0WERZ67T,Darcel Schlecht,Melvin Marxen,Central ,Warephase,services,United States,GTX Plus Basic,GTX,1096,Won,8/18/2017,11/13/2017,986
0WGAPLOI,Darcel Schlecht,Melvin Marxen,Central ,dambase,marketing,United States,GTXPro,GTX,4821,Won,9/19/2017,12/7/2017,4990
0WGCUB3L,Niesha Huffines,Melvin Marxen,Central ,Rundofase,technolgy,United States,GTX Plus Basic,GTX,1096,Won,8/28/2017,9/13/2017,1105
0WJLKMUA,Violet Mclelland,Cara Losch,East ,Acme Corporation,technolgy,United States,GTXPro,GTX,4821,Lost,7/28/2017,7/29/2017,0
0WO582AV,Darcel Schlecht,Melvin Marxen,Central ,Dontechi,software,United States,GTXPro,GTX,4821,Lost,5/8/2017,8/6/2017,0
0WRMY7IX,Violet Mclelland,Cara Losch,East ,Plussunin,retail,United States,GTX Plus Basic,GTX,1096,Won,4/27/2017,4/28/2017,1146
0WVCRCOU,Cassey Cress,Rocco Neubert,East ,Xx-zobam,entertainment,United States,GTXPro,GTX,4821,Lost,3/31/2017,4/1/2017,0
0WWDVOM3,Rosalina Dieter,Celia Rouche,West ,Condax,medical,United States,MG Special,MG,55,Won,2/25/2017,5/9/2017,50
0X1AY1FM,Rosalina Dieter,Celia Rouche,West ,Sonron,telecommunications,United States,MG Advanced,MG,3393,Won,5/14/2017,5/18/2017,3484
0XBGT413,Gladys Colclough,Melvin Marxen,Central ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,7/30/2017,NULL,NULL
0XBMBVFP,Zane Levy,Summer Sewald,West ,Groovestreet,retail,United States,MG Advanced,MG,3393,Won,9/25/2017,10/4/2017,3438
0XC4DR3F,Jonathan Berthelot,Melvin Marxen,Central ,Streethex,retail,Belgium,GTXPro,GTX,4821,Won,4/4/2017,4/10/2017,5032
0XG8TOJF,Kary Hendrixson,Summer Sewald,West ,Fasehatice,retail,United States,GTX Plus Pro,GTX,5482,Lost,12/11/2016,3/18/2017,0
0XHTFQE8,Cassey Cress,Rocco Neubert,East ,Betasoloin,medical,United States,GTX Plus Basic,GTX,1096,Won,5/19/2017,8/19/2017,1131
0XI051FP,Jonathan Berthelot,Melvin Marxen,Central ,Ron-tech,medical,United States,MG Advanced,MG,3393,Lost,4/21/2017,5/2/2017,0
0XIPT9AX,Maureen Marcano,Summer Sewald,West ,Condax,medical,United States,GTX Plus Pro,GTX,5482,Won,3/31/2017,4/10/2017,5637
0XK80WX8,Versie Hillebrand,Dustin Brinkmann,Central ,dambase,marketing,United States,MG Special,MG,55,Won,6/30/2017,7/11/2017,47
0XMB83YO,Kami Bicknell,Summer Sewald,West ,Scotfind,software,United States,GTX Plus Pro,GTX,5482,Won,2/7/2017,5/15/2017,5401
0XVL2UMH,Jonathan Berthelot,Melvin Marxen,Central ,Groovestreet,retail,United States,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
0XWCTQL2,Zane Levy,Summer Sewald,West ,Doncon,technolgy,United States,MG Special,MG,55,Won,6/12/2017,8/18/2017,51
0XYUJ7HF,Vicki Laflamme,Celia Rouche,West ,Isdom,medical,United States,MG Special,MG,55,Engaging,8/23/2017,NULL,NULL
0Y8HO91H,Cassey Cress,Rocco Neubert,East ,Massive Dynamic,entertainment,United States,GTXPro,GTX,4821,Won,5/18/2017,8/2/2017,4873
0YCAS0B9,Jonathan Berthelot,Melvin Marxen,Central ,Finhigh,finance,United States,GTX Plus Pro,GTX,5482,Won,6/8/2017,8/27/2017,6096
0YM4VJDP,James Ascencio,Summer Sewald,West ,Finjob,employment,United States,GTX Basic,GTX,550,Lost,10/14/2017,11/30/2017,0
0YN6EALP,Anna Snelling,Dustin Brinkmann,Central ,Scottech,marketing,United States,MG Special,MG,55,Won,3/11/2017,3/17/2017,57
0YPN92QB,Rosalina Dieter,Celia Rouche,West ,Y-corporation,employment,United States,MG Special,MG,55,Lost,7/8/2017,7/10/2017,0
0Z2CQ0MQ,Kami Bicknell,Summer Sewald,West ,Sonron,telecommunications,United States,GTX Basic,GTX,550,Won,3/18/2017,3/28/2017,453
0Z6MNUF2,Rosalina Dieter,Celia Rouche,West ,Y-corporation,employment,United States,MG Advanced,MG,3393,Won,4/22/2017,4/30/2017,3242
0Z8ZAS2M,Zane Levy,Summer Sewald,West ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,7/21/2017,NULL,NULL
0ZG6U7MQ,Cecily Lampkin,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Prospecting,NULL,NULL,NULL
0ZHLQFGU,Kami Bicknell,Summer Sewald,West ,Blackzim,retail,United States,GTXPro,GTX,4821,Won,12/10/2016,3/22/2017,4839
0ZXS3AIR,Boris Faz,Rocco Neubert,East ,Betasoloin,medical,United States,GTX Basic,GTX,550,Won,9/20/2017,12/26/2017,563
100W6J9A,Darcel Schlecht,Melvin Marxen,Central ,Treequote,telecommunications,United States,GTXPro,GTX,4821,Lost,7/13/2017,7/19/2017,0
102XKYAC,Cassey Cress,Rocco Neubert,East ,Zotware,software,United States,GTXPro,GTX,4821,Engaging,9/1/2017,NULL,NULL
107BPCAS,Niesha Huffines,Melvin Marxen,Central ,dambase,marketing,United States,GTX Basic,GTX,550,Lost,2/4/2017,5/16/2017,0
10984DDU,Moses Frase,Dustin Brinkmann,Central ,Toughzap,retail,United States,GTX Plus Pro,GTX,5482,Won,9/24/2017,12/28/2017,7300
10AEGW41,Kary Hendrixson,Summer Sewald,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,4/16/2017,NULL,NULL
10ALJD82,Anna Snelling,Dustin Brinkmann,Central ,Nam-zim,services,Brazil,MG Special,MG,55,Prospecting,NULL,NULL,NULL
10B65ZN9,James Ascencio,Summer Sewald,West ,Groovestreet,retail,United States,GTX Basic,GTX,550,Won,10/6/2017,12/31/2017,457
10ICDVM2,Lajuana Vencill,Dustin Brinkmann,Central ,Konmatfix,marketing,United States,GTX Basic,GTX,550,Won,7/25/2017,7/30/2017,537
10IY4PV4,Rosalina Dieter,Celia Rouche,West ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,3/18/2017,NULL,NULL
10N0ZBYO,Rosalina Dieter,Celia Rouche,West ,Singletechno,retail,United States,MG Advanced,MG,3393,Won,10/9/2017,10/11/2017,3435
10NTPQUY,Versie Hillebrand,Dustin Brinkmann,Central ,Warephase,services,United States,MG Special,MG,55,Won,3/1/2017,6/16/2017,50
10QE4JCA,Anna Snelling,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Special,MG,55,Engaging,7/28/2017,NULL,NULL
10QXTLQX,Daniell Hammack,Rocco Neubert,East ,Acme Corporation,technolgy,United States,GTXPro,GTX,4821,Won,5/15/2017,6/25/2017,5857
10R46CSK,Lajuana Vencill,Dustin Brinkmann,Central ,Betatech,medical,Kenya,MG Advanced,MG,3393,Won,2/18/2017,5/7/2017,2904
10THTNLC,Zane Levy,Summer Sewald,West ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,6/22/2017,NULL,NULL
10UN7LA8,Anna Snelling,Dustin Brinkmann,Central ,Rangreen,technolgy,Panama,MG Advanced,MG,3393,Won,5/4/2017,6/23/2017,3813
10YLM9VF,Elease Gluck,Celia Rouche,West ,Sonron,telecommunications,United States,GTXPro,GTX,4821,Lost,9/26/2017,10/9/2017,0
113O9JCA,Versie Hillebrand,Dustin Brinkmann,Central ,Codehow,software,United States,MG Special,MG,55,Lost,5/26/2017,9/9/2017,0
11EK1VP7,Darcel Schlecht,Melvin Marxen,Central ,Funholding,finance,United States,GTXPro,GTX,4821,Won,3/7/2017,5/28/2017,4978
11LIZUQE,Cassey Cress,Rocco Neubert,East ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,7/24/2017,NULL,NULL
11T4HX93,Jonathan Berthelot,Melvin Marxen,Central ,Bluth Company,technolgy,United States,MG Special,MG,55,Prospecting,NULL,NULL,NULL
11V16SZZ,Corliss Cosme,Cara Losch,East ,Labdrill,medical,United States,GTX Basic,GTX,550,Engaging,5/24/2017,NULL,NULL
120BESB3,Markita Hansen,Celia Rouche,West ,Kan-code,software,United States,MG Advanced,MG,3393,Lost,3/30/2017,4/9/2017,0
125VIRMX,Elease Gluck,Celia Rouche,West ,Warephase,services,United States,GTK 500,GTK,26768,Engaging,12/19/2016,NULL,NULL
127ZPLXQ,Kary Hendrixson,Summer Sewald,West ,Hottechi,technolgy,Korea,GTXPro,GTX,4821,Lost,12/18/2016,3/18/2017,0
129P48QP,Daniell Hammack,Rocco Neubert,East ,Ganjaflex,retail,Japan,GTX Plus Pro,GTX,5482,Lost,10/15/2017,10/25/2017,0
12GLKKV4,Markita Hansen,Celia Rouche,West ,J-Texon,retail,United States,GTX Plus Basic,GTX,1096,Won,5/28/2017,6/8/2017,941
12HOWQMI,Garret Kinder,Cara Losch,East ,Kan-code,software,United States,GTXPro,GTX,4821,Won,9/30/2017,10/7/2017,5203
12HRYJQH,Kary Hendrixson,Summer Sewald,West ,Konex,technolgy,United States,GTX Basic,GTX,550,Won,7/22/2017,7/23/2017,442
12M4HB7G,Cassey Cress,Rocco Neubert,East ,Plussunin,retail,United States,GTX Basic,GTX,550,Won,2/8/2017,5/1/2017,623
12MQ3WM8,Marty Freudenburg,Melvin Marxen,Central ,Zumgoity,medical,United States,MG Advanced,MG,3393,Won,1/2/2017,3/10/2017,3647
12OQKSVK,Reed Clapper,Rocco Neubert,East ,Mathtouch,marketing,Jordan,GTX Plus Basic,GTX,1096,Won,2/9/2017,3/20/2017,896
1374WYJG,Violet Mclelland,Cara Losch,East ,Kan-code,software,United States,MG Advanced,MG,3393,Won,9/19/2017,12/31/2017,3248
1397M445,Garret Kinder,Cara Losch,East ,Plussunin,retail,United States,MG Advanced,MG,3393,Lost,8/23/2017,11/3/2017,0
13FIM9V3,Corliss Cosme,Cara Losch,East ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,6/24/2017,NULL,NULL
13GM5I6M,Kami Bicknell,Summer Sewald,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,12/29/2016,NULL,NULL
13O8NTOT,Violet Mclelland,Cara Losch,East ,Initech,telecommunications,United States,MG Special,MG,55,Won,9/26/2017,11/30/2017,61
13PPMGNM,Kami Bicknell,Summer Sewald,West ,Plexzap,retail,United States,GTX Plus Basic,GTX,1096,Lost,6/3/2017,8/7/2017,0
13WLN2MJ,Darcel Schlecht,Melvin Marxen,Central ,Finhigh,finance,United States,GTXPro,GTX,4821,Won,10/6/2017,10/8/2017,4461
1426E8W6,Versie Hillebrand,Dustin Brinkmann,Central ,Cancity,retail,United States,GTX Basic,GTX,550,Lost,4/11/2017,4/21/2017,0
14CNQKX8,Kary Hendrixson,Summer Sewald,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,6/21/2017,NULL,NULL
14P6935C,Darcel Schlecht,Melvin Marxen,Central ,Dontechi,software,United States,GTXPro,GTX,4821,Won,10/15/2017,10/16/2017,4885
14PBBHSE,Violet Mclelland,Cara Losch,East ,Zotware,software,United States,MG Special,MG,55,Won,2/11/2017,5/8/2017,49
14PM641K,Cassey Cress,Rocco Neubert,East ,Gekko & Co,retail,United States,GTX Plus Basic,GTX,1096,Won,12/7/2016,3/7/2017,1152
14V0RQBV,Darcel Schlecht,Melvin Marxen,Central ,Toughzap,retail,United States,GTXPro,GTX,4821,Lost,5/19/2017,8/27/2017,0
152DN1FE,Darcel Schlecht,Melvin Marxen,Central ,Cancity,retail,United States,GTX Plus Basic,GTX,1096,Lost,7/10/2017,7/12/2017,0
15PJZKNT,Gladys Colclough,Melvin Marxen,Central ,Stanredtax,finance,United States,GTXPro,GTX,4821,Lost,8/18/2017,8/31/2017,0
1629C4UW,Lajuana Vencill,Dustin Brinkmann,Central ,Conecom,technolgy,United States,GTX Plus Basic,GTX,1096,Lost,10/31/2017,11/10/2017,0
17MPPMM0,Kami Bicknell,Summer Sewald,West ,Xx-holding,finance,United States,MG Special,MG,55,Lost,5/5/2017,5/12/2017,0
17U8549G,Maureen Marcano,Summer Sewald,West ,Labdrill,medical,United States,GTXPro,GTX,4821,Won,3/12/2017,6/15/2017,4281
181X64EU,Vicki Laflamme,Celia Rouche,West ,Goodsilron,marketing,United States,GTX Plus Basic,GTX,1096,Won,3/29/2017,4/9/2017,1176
185PGG0J,Anna Snelling,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,MG Special,MG,55,Won,7/14/2017,7/17/2017,44
18IUIUK0,Versie Hillebrand,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Prospecting,NULL,NULL,NULL
18KMXL8N,Maureen Marcano,Summer Sewald,West ,J-Texon,retail,United States,GTX Plus Pro,GTX,5482,Won,8/1/2017,11/6/2017,4434
18LZY55R,Violet Mclelland,Cara Losch,East ,Xx-zobam,entertainment,United States,MG Special,MG,55,Won,6/25/2017,7/2/2017,60
18N5WD04,Kary Hendrixson,Summer Sewald,West ,Singletechno,retail,United States,MG Special,MG,55,Lost,8/8/2017,9/24/2017,0
18T73EHS,Maureen Marcano,Summer Sewald,West ,Labdrill,medical,United States,GTX Plus Basic,GTX,1096,Won,8/23/2017,8/27/2017,993
18Y7GRPW,Garret Kinder,Cara Losch,East ,Silis,medical,United States,GTX Plus Pro,GTX,5482,Won,12/18/2016,3/21/2017,5918
18YA4UUP,Versie Hillebrand,Dustin Brinkmann,Central ,Xx-zobam,entertainment,United States,GTX Plus Pro,GTX,5482,Engaging,7/27/2017,NULL,NULL
1969NL80,Moses Frase,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Special,MG,55,Prospecting,NULL,NULL,NULL
196BHHOS,Zane Levy,Summer Sewald,West ,Green-Plus,services,United States,GTX Plus Pro,GTX,5482,Lost,4/24/2017,4/27/2017,0
1976N63N,Darcel Schlecht,Melvin Marxen,Central ,Kinnamplus,retail,United States,GTX Plus Basic,GTX,1096,Engaging,7/26/2017,NULL,NULL
197EQMY8,Kami Bicknell,Summer Sewald,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,9/20/2017,NULL,NULL
19H5KFIC,Marty Freudenburg,Melvin Marxen,Central ,Globex Corporation,technolgy,Norway,GTX Plus Basic,GTX,1096,Won,9/8/2017,12/3/2017,1021
19MLD9YF,Rosalina Dieter,Celia Rouche,West ,J-Texon,retail,United States,MG Advanced,MG,3393,Won,12/16/2017,12/24/2017,3379
1A1BI5VB,Boris Faz,Rocco Neubert,East ,Mathtouch,marketing,Jordan,GTXPro,GTX,4821,Won,9/9/2017,9/22/2017,4609
1A86ZD0B,Corliss Cosme,Cara Losch,East ,Ganjaflex,retail,Japan,GTX Plus Pro,GTX,5482,Won,3/30/2017,6/26/2017,5189
1AGL4X1J,Jonathan Berthelot,Melvin Marxen,Central ,Isdom,medical,United States,GTX Plus Basic,GTX,1096,Lost,10/2/2017,12/18/2017,0
1AQKM7VU,Markita Hansen,Celia Rouche,West ,Y-corporation,employment,United States,GTXPro,GTX,4821,Won,9/20/2017,11/24/2017,4487
1B27CZ2M,James Ascencio,Summer Sewald,West ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,3/10/2017,NULL,NULL
1B2WYHTY,Rosalina Dieter,Celia Rouche,West ,Plexzap,retail,United States,MG Advanced,MG,3393,Won,9/29/2017,11/30/2017,3509
1B4CL153,Zane Levy,Summer Sewald,West ,Xx-holding,finance,United States,GTX Plus Pro,GTX,5482,Won,4/8/2017,4/17/2017,5884
1B4L7TNG,Markita Hansen,Celia Rouche,West ,Sonron,telecommunications,United States,MG Advanced,MG,3393,Lost,12/27/2016,3/25/2017,0
1BAF1ZYL,Vicki Laflamme,Celia Rouche,West ,Plexzap,retail,United States,GTX Basic,GTX,550,Won,8/14/2017,8/19/2017,551
1BB5LME9,Marty Freudenburg,Melvin Marxen,Central ,Globex Corporation,technolgy,Norway,MG Special,MG,55,Prospecting,NULL,NULL,NULL
1BV5JLZV,Vicki Laflamme,Celia Rouche,West ,Doncon,technolgy,United States,MG Special,MG,55,Won,6/5/2017,9/1/2017,59
1BW8S7JD,Violet Mclelland,Cara Losch,East ,NULL,NULL,NULL,MG Special,MG,55,Engaging,11/6/2017,NULL,NULL
1C1I7A6R,Moses Frase,Dustin Brinkmann,Central ,Cancity,retail,United States,GTX Plus Basic,GTX,1096,Won,10/20/2016,3/1/2017,1054
1C2V9RAO,Vicki Laflamme,Celia Rouche,West ,Goodsilron,marketing,United States,MG Advanced,MG,3393,Won,6/20/2017,9/13/2017,3241
1CT3EWJ8,Markita Hansen,Celia Rouche,West ,Goodsilron,marketing,United States,GTX Basic,GTX,550,Won,10/19/2017,10/21/2017,553
1CZU97OX,James Ascencio,Summer Sewald,West ,Singletechno,retail,United States,GTX Plus Pro,GTX,5482,Won,5/14/2017,8/2/2017,5525
1D1EJE8U,Vicki Laflamme,Celia Rouche,West ,Scotfind,software,United States,GTX Basic,GTX,550,Lost,5/12/2017,5/26/2017,0
1D1L6FJX,Darcel Schlecht,Melvin Marxen,Central ,Treequote,telecommunications,United States,GTXPro,GTX,4821,Won,7/20/2017,8/17/2017,5058
1D54L027,Wilburn Farren,Cara Losch,East ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,1/25/2017,NULL,NULL
1D5AYQO6,Hayden Neloms,Celia Rouche,West ,Condax,medical,United States,MG Special,MG,55,Won,7/10/2017,7/19/2017,59
1D8XLZQ8,Hayden Neloms,Celia Rouche,West ,Konex,technolgy,United States,MG Advanced,MG,3393,Won,10/3/2017,11/21/2017,3795
1DC9PQ4S,Versie Hillebrand,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Special,MG,55,Engaging,8/1/2017,NULL,NULL
1DDW2GQW,Anna Snelling,Dustin Brinkmann,Central ,Cancity,retail,United States,MG Advanced,MG,3393,Lost,1/21/2017,3/9/2017,0
1DIL2X16,Darcel Schlecht,Melvin Marxen,Central ,Rundofase,technolgy,United States,GTXPro,GTX,4821,Lost,7/17/2017,7/28/2017,0
1DMERFNB,Kary Hendrixson,Summer Sewald,West ,Y-corporation,employment,United States,GTX Basic,GTX,550,Won,6/22/2017,9/22/2017,628
1DZNTUSA,Kami Bicknell,Summer Sewald,West ,Lexiqvolax,medical,United States,GTXPro,GTX,4821,Lost,5/12/2017,5/20/2017,0
1E2LYCWP,Boris Faz,Rocco Neubert,East ,Plussunin,retail,United States,GTXPro,GTX,4821,Lost,4/23/2017,4/24/2017,0
1E5MFGR7,Donn Cantrell,Rocco Neubert,East ,Plussunin,retail,United States,GTX Basic,GTX,550,Lost,7/4/2017,9/26/2017,0
1F8MPXZQ,Versie Hillebrand,Dustin Brinkmann,Central ,Stanredtax,finance,United States,MG Advanced,MG,3393,Lost,7/1/2017,7/13/2017,0
1F950BGI,Lajuana Vencill,Dustin Brinkmann,Central ,Genco Pura Olive Oil Company,retail,Italy,MG Special,MG,55,Won,5/16/2017,6/1/2017,56
1FAMR9UR,Darcel Schlecht,Melvin Marxen,Central ,Funholding,finance,United States,GTXPro,GTX,4821,Won,6/19/2017,6/25/2017,5030
